ROW_ID,ITEMID,VPICU VARIABLE,LABEL,CATEGORY,UNITNAME,ABBREVIATION,DBSOURCE,LINKSTO,PARAM_TYPE,CONCEPTID,Msmts / hour,Total msmts,Patients with >1 msmt,% patients 100% missing,Mean,Stddev
3909,2976,2976,,SHAVE,,,,carevue,chartevents,,,,,,,,
751,3058,3058,,shaved,,,,carevue,chartevents,,,,,,,,
4517,7095,7095,,Shaved,,,,carevue,chartevents,,,,,,,,
3933,3013,3013,,shaved/bedbath,,,,carevue,chartevents,,,,,,,,
13975,225789,225789,,Sheath,Access Lines - Invasive,None,Sheath,metavision,procedureevents_mv,Process,,,,,,,
1746,5638,5638,,sheath a line,,,,carevue,chartevents,,,,,,,,
14189,225762,225762,,Sheath Cap Change,Access Lines - Invasive,,Sheath Cap Change,metavision,datetimeevents,Date time,,,,,,,
14190,225763,225763,,Sheath Change over Wire Date,Access Lines - Invasive,,Sheath Change over Wire Date,metavision,datetimeevents,Date time,,,,,,,
14192,225765,225765,,Sheath Dressing Change,Access Lines - Invasive,,Sheath Dressing Change,metavision,datetimeevents,Date time,,,,,,,
14211,225786,225786,,Sheath Dressing Type,Access Lines - Invasive,,Sheath Dressing Type,metavision,,Text,,,,,,,
14188,225761,225761,,Sheath Insertion,Access Lines - Invasive,None,Sheath Insertion,metavision,procedureevents_mv,Process,,,,,,,
14193,225766,225766,,Sheath Insertion Date,Access Lines - Invasive,,Sheath Insertion Date,metavision,datetimeevents,Date time,,,,,,,
14191,225764,225764,,Sheath Line Discontinued,Access Lines - Invasive,,Sheath Line Discontinued,metavision,,Text,,,,,,,
14870,227356,227356,,Sheath Line Dressing Occlusive,Access Lines - Invasive,,Sheath Line Dressing Occlusive,metavision,chartevents,Checkbox,,,,,,,
14195,225768,225768,,Sheath Line Tip Cultured,Access Lines - Invasive,,Sheath Line Tip Cultured,metavision,chartevents,Checkbox,,,,,,,
1907,5804,5804,,sheath MAP,,,,carevue,chartevents,,,,,,,,
14255,226117,226117,,Sheath placed in outside facility,Access Lines - Invasive,,Sheath placed in outside facility,metavision,chartevents,Checkbox,,,,,,,
14893,227761,227761,,Sheath Placement Confirmed by X-ray,Access Lines - Invasive,,Sheath Placement Confirmed by X-ray,metavision,,Text,,,,,,,
14194,225767,225767,,Sheath Site Appear,Access Lines - Invasive,,Sheath Site Appear,metavision,,Text,,,,,,,
14199,225772,225772,,Sheath Size,Access Lines - Invasive,,Sheath Size,metavision,,Text,,,,,,,
14196,225769,225769,,Sheath Tubing Change,Access Lines - Invasive,,Sheath Tubing Change,metavision,datetimeevents,Date time,,,,,,,
14197,225770,225770,,Sheath Waveform Appear,Access Lines - Invasive,,Sheath Waveform Appear,metavision,,Text,,,,,,,
14198,225771,225771,,Sheath Zero/Calibrate,Access Lines - Invasive,,Sheath Zero/Calibrate,metavision,chartevents,Checkbox,,,,,,,
2789,3615,3615,,Sheepskin,,,,carevue,chartevents,,,,,,,,
4027,8230,8230,,sheepskin for heels,,,,carevue,chartevents,,,,,,,,
12629,80290,80290,,SHEWANELLA SPECIES,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12360,80021,80021,,SHIGELLA FLEXNERI,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
14974,227629,227629,,Shivering,Treatments,,Shivering,metavision,,Text,,,,,,,
15449,228318,228318,,Shivering Assessment,Treatments,,Shivering Assessment,metavision,,Text,,,,,,,
1305,1213,1213,,shoulder shrug r/l,,,,carevue,chartevents,,,,,,,,
15166,227851,227851,,Shower / Tub,OT Notes,,Shower / Tub,metavision,,Text,,,,,,,
2718,5168,5168,,Shunt,,,,carevue,chartevents,,,,,,,,
2273,4264,4264,,Shunt Site,,,,carevue,chartevents,,,,,,,,
15159,227961,227961,,Side  Rails,Restraint/Support Systems,,Side  Rails,metavision,,Text,,,,,,,
13861,225550,225550,,Side (A-Line),Arterial Line Insertion,,Side (A-Line),metavision,,Text,,,,,,,
13120,224340,224340,,Side (CVL),CVL Insertion,,Side (CVL),metavision,,Text,,,,,,,
15581,228475,228475,,Side (Gen Proc),Generic Proc Note,,Side (Gen Proc),metavision,,Text,,,,,,,
14086,225631,225631,,Side (PA line),PA Line Insertion,,Side (PA line),metavision,,Text,,,,,,,
13405,224577,224577,,Side (PICC),PICC Line Insertion,,Side (PICC),metavision,,Text,,,,,,,
13646,225244,225244,,Side (THCEN),Thoracentesis,,Side (THCEN),metavision,,Text,,,,,,,
15142,227944,227944,,Side Rails,Restraint/Support Systems,,Side Rails,metavision,,Text,,,,,,,
590,637,637,,Side Rails,,,,carevue,chartevents,,,,,,,,
15004,227669,227669,,Side Rails (Restraint),Restraint/Support Systems,,Side Rails (Restraint),metavision,,Text,,,,,,,
1323,1231,1231,,side rails padded,,,,carevue,chartevents,,,,,,,,
13154,224069,224069,,Side Rails_V1,Restraint/Support Systems,,Side Rails_V1,metavision,,Text,,,,,,,
15003,227668,227668,,Side Rails_V2,Restraint/Support Systems,,Side Rails_V2,metavision,,Text,,,,,,,
2035,5943,5943,,sigh breath,,,,carevue,chartevents,,,,,,,,
4202,6433,6433,,SIGH BREATH,,,,carevue,chartevents,,,,,,,,
889,3253,3253,,Sigh Breath/Pressure,,,,carevue,chartevents,,,,,,,,
4072,8357,8357,,Sigh Peep,,,,carevue,chartevents,,,,,,,,
4465,6985,6985,,Sigh PEEP level,,,,carevue,chartevents,,,,,,,,
2369,8053,8053,,SIGH PEEP LEVEL,,,,carevue,chartevents,,,,,,,,
4069,8345,8345,,Sigh peep level,,,,carevue,chartevents,,,,,,,,
2326,7943,7943,,Sigh pressr/rate,,,,carevue,chartevents,,,,,,,,
591,638,638,,Sigh Rate,,,,carevue,chartevents,,,,,,,,
2386,8087,8087,,sigh rate,,,,carevue,chartevents,,,,,,,,
592,639,639,,Sigh Tidal Volume,,,,carevue,chartevents,,,,,,,,
593,640,640,,Significant Events,,,,carevue,chartevents,,,,,,,,
15155,227957,227957,,Signs of Injury from Intervention,Restraint/Support Systems,,Signs of Injury from Intervention,metavision,,Text,,,,,,,
9483,46350,46350,,Siloh Drainage,,,,carevue,outputevents,,,,,,,,
3607,2512,2512,,SILVADENE FEET BID,,,,carevue,chartevents,,,,,,,,
10154,45905,45905,,Sim 20 (Rice) NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10155,45906,45906,,Sim 20 (Rice) PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11673,45907,45907,,Sim 20 (Thick) NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10156,45908,45908,,Sim 20 (Thick) PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10172,45931,45931,,Sim 20 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10182,45946,45946,,Sim 26,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10157,45909,45909,,SIM 26.,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9244,44303,44303,,Sim 28,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9975,45667,45667,,Sim SC 26,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9979,45671,45671,,Sim SC 28,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10001,45693,45693,,Sim SC 28 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9912,45586,45586,,Sim SC26,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9913,45588,45588,,Sim SC28 NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9914,45589,45589,,Sim SC28 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8855,43767,43767,,Sim-24,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8856,43768,43768,,Sim-24(NG),Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8862,43774,43774,,Sim-26 w/promod,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8863,43775,43775,,Sim-26 w/promod (PG),Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8865,43777,43777,,Sim-26 w/promod (PO),Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8864,43776,43776,,Sim-26 w/promod(PO),Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10179,45942,45942,,sim26,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9650,45236,45236,,Sim30 w Polycose NG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9651,45237,45237,,Sim30 w Polycose PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
1513,4540,4540,,Simethicone,,,,carevue,chartevents,,,,,,,,
1641,4790,4790,,simethicone,,,,carevue,chartevents,,,,,,,,
7323,43394,43394,,Similac,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7403,43514,43514,,SIMILAC,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8854,43766,43766,,Similac 24 cals/oz,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12136,45386,45386,,Similac 26,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8775,43657,43657,,Similac 60/40,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5056,30364,30364,,Similac Powder,,,,carevue,inputevents_cv,,,,,,,,
9860,45508,45508,,Similac SC 26,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10146,45893,45893,,Similac SC 26 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11669,45894,45894,,Similac SC 26 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10148,45896,45896,,Similac SC 28 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10149,45897,45897,,Similac SC 28 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10153,45903,45903,,Similac SC 30 PG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11672,45904,45904,,Similac SC 30 PO,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7351,43432,43432,,Similac w/ iron,,,,carevue,inputevents_cv,,,,,,,,
9994,45686,45686,,SimSC 28,,,,carevue,inputevents_cv,,,,,,,,
10068,45801,45801,,SimSC26,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9964,45656,45656,,SimSC28,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9931,45614,45614,,SimSC30,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
15162,227847,227847,,Sit to Stand,OT Notes,,Sit to Stand,metavision,,Text,,,,,,,
14935,227815,227815,,Site Appearance - Adjunctive Pain Management,Pain/Sedation,,Site Appearance,metavision,,Text,,,,,,,
13839,225504,225504,,Site cleaned with ChloraPrep (PACEN),Paracentesis,,Site cleaned with ChloraPrep (PACEN),metavision,chartevents,Checkbox,,,,,,,
15278,228082,228082,,Site cleaned with ChloraPrep (PACEN),Paracentesis,,Site cleaned with ChloraPrep (PACEN),metavision,,Text,,,,,,,
13866,225568,225568,,Site cleaned with ChloraPrep(TM) (A-Line),Arterial Line Insertion,,Site cleaned with ChloraPrep(TM) (A-Line),metavision,chartevents,Checkbox,,,,,,,
15105,228021,228021,,Site cleaned with ChloraPrep(TM) (A-Line),Arterial Line Insertion,,Site cleaned with ChloraPrep(TM) (A-Line),metavision,,Text,,,,,,,
14139,225704,225704,,Site cleaned with ChloraPrep(TM) (CVL),CVL Insertion,,Site cleaned with ChloraPrep(TM) (CVL),metavision,chartevents,Checkbox,,,,,,,
15116,228033,228033,,Site cleaned with ChloraPrep(TM) (CVL),CVL Insertion,,Site cleaned with ChloraPrep(TM) (CVL),metavision,,Text,,,,,,,
14076,225609,225609,,Site cleaned with ChloraPrep(TM) (PA line),PA Line Insertion,,Site cleaned ChloraPrep(TM) (PA line),metavision,chartevents,Checkbox,,,,,,,
13976,225790,225790,,Site cleaned with ChloraPrep(TM) (PICC),PICC Line Insertion,,Site cleaned with ChloraPrep(TM) (PICC),metavision,chartevents,Checkbox,,,,,,,
15241,228043,228043,,Site cleaned with ChloraPrep(TM) (PICC),PICC Line Insertion,,Site cleaned with ChloraPrep(TM) (PICC),metavision,,Text,,,,,,,
15577,228469,228469,,Site Cleansed With ChloraPrep (Gen Proc),Generic Proc Note,,Site Cleansed With ChloraPrep (Gen Proc),metavision,,Text,,,,,,,
13942,225489,225489,,Site cleansed with ChloraPrep (THCEN),Thoracentesis,,Site cleansed with ChloraPrep (THCEN),metavision,chartevents,Checkbox,,,,,,,
15284,228089,228089,,Site cleansed with ChloraPrep (THCEN),Thoracentesis,,Site cleansed with ChloraPrep (THCEN),metavision,,Text,,,,,,,
13381,224490,224490,,Site cleansed with ChloraPrep(TM) (LP),Lumbar Puncture,,Site cleansed with ChloraPrep(TM) (LP),metavision,chartevents,Checkbox,,,,,,,
15308,228115,228115,,Site cleansed with ChloraPrep(TM) (PA line),PA Line Insertion,,Site cleansed with ChloraPrep(TM) (PA line),metavision,,Text,,,,,,,
15270,228073,228073,,Site cleansed with Providone Iodine (LP),Lumbar Puncture,,Site cleansed with Providone Iodine (LP),metavision,,Text,,,,,,,
13155,224070,224070,,Sitter,Restraint/Support Systems,,Sitter,metavision,,Text,,,,,,,
594,641,641,,Sitter,,,,carevue,chartevents,,,,,,,,
3306,1963,1963,,SITTER,,,,carevue,chartevents,,,,,,,,
3868,2924,2924,,sitter,,,,carevue,chartevents,,,,,,,,
806,3127,3127,,Sitter at bedside.,,,,carevue,chartevents,,,,,,,,
1971,5871,5871,,SIZURE PADS,,,,carevue,chartevents,,,,,,,,
3777,2772,2772,,SJ CO2,,,,carevue,chartevents,,,,,,,,
3778,2773,2773,,sjlactate,,,,carevue,chartevents,,,,,,,,
3687,2641,2641,,SJO2,,,,carevue,chartevents,,,,,,,,
3779,2774,2774,,sjo2,,,,carevue,chartevents,,,,,,,,
3780,2775,2775,,sjph,,,,carevue,chartevents,,,,,,,,
2790,3616,3616,,Skeletal Abnormality,,,,carevue,chartevents,,,,,,,,
14901,227775,227775,,Skeletal Traction #1 - Pounds,Treatments,lbs,Skeletal Traction #1 - Pounds,metavision,chartevents,Numeric,,,,,,,
14902,227776,227776,,Skeletal Traction #2 - Pounds,Treatments,lbs,Skeletal Traction #2 - Pounds,metavision,chartevents,Numeric,,,,,,,
14903,227777,227777,,Skeletal Traction #3 - Pounds,Treatments,lbs,Skeletal Traction #3 - Pounds,metavision,chartevents,Numeric,,,,,,,
14904,227778,227778,,Skeletal Traction #4 - Pounds,Treatments,lbs,Skeletal Traction #4 - Pounds,metavision,chartevents,Numeric,,,,,,,
13882,225413,225413,,Skilled nursing facility,Case Management,,Skilled nursing facility,metavision,,Text,,,,,,,
3974,4319,4319,,Skin,,,,carevue,chartevents,,,,,,,,
1532,4571,4571,,skin,,,,carevue,chartevents,,,,,,,,
1693,4901,4901,,SKIN,,,,carevue,chartevents,,,,,,,,
8589,44728,44728,,skin bag,,,,carevue,inputevents_cv,,,,,,,,
13778,225185,225185,,Skin Care,Treatments,,Skin Care,metavision,chartevents,Checkbox,,,,,,,
595,642,642,,Skin Care,,,,carevue,chartevents,,,,,,,,
15612,228517,228517,,Skin Cleanse,Skin - Incisions,,Skin Cleanse,metavision,,Text,,,,,,,
13043,224028,224028,,Skin Color,Skin - Assessment,,Skin Color,metavision,,Text,,,,,,,
596,643,643,,Skin Color,,,,carevue,chartevents,,,,,,,,
13458,224860,224860,,Skin Condition,Skin - Assessment,,Skin Condition,metavision,,Text,,,,,,,
4938,8475,8475,,Skin Condition,,,,carevue,chartevents,,,,,,,,
10197,45971,45971,,Skin drainage bags,,,,carevue,outputevents,,,,,,,,
13041,224026,224026,,Skin Integrity,Skin - Assessment,,Skin Integrity,metavision,,Text,,,,,,,
597,644,644,,Skin Integrity,,,,carevue,chartevents,,,,,,,,
2791,3617,3617,,Skin Integrity [Attribute #1],,,,carevue,chartevents,,,,,,,,
5004,8534,8534,,Skin Integrity [Attribute #2],,,,carevue,chartevents,,,,,,,,
4560,7219,7219,,skin laceration,,,,carevue,chartevents,,,,,,,,
15590,228495,228495,,Skin Location,Skin - Incisions,,Skin Location,metavision,,Text,,,,,,,
12307,70061,70061,,SKIN SCRAPINGS,SPECIMEN,,,hospital,microbiologyevents,,,,,,,,
1601,4705,4705,,Skin tags,,,,carevue,chartevents,,,,,,,,
15623,228528,228528,,Skin Treatment,Skin - Incisions,,Skin Treatment,metavision,,Text,,,,,,,
2792,3618,3618,,Sleep,,,,carevue,chartevents,,,,,,,,
1321,1229,1229,,sling,,,,carevue,chartevents,,,,,,,,
2585,6187,6187,,sling L arm - pacer,,,,carevue,chartevents,,,,,,,,
3943,3030,3030,,slop,,,,carevue,chartevents,,,,,,,,
14227,225978,225978,,Slope,Respiratory,,Slope,metavision,,Text,,,,,,,
3409,2119,2119,,Slope,,,,carevue,chartevents,,,,,,,,
3412,2125,2125,,slope,,,,carevue,chartevents,,,,,,,,
805,3126,3126,,SLOPE,,,,carevue,chartevents,,,,,,,,
12800,223828,223828,,Slurred Speech,Toxicology,,Slurred Speech,metavision,,Text,,,,,,,
1438,1434,1434,,Slurred Speech,,,,carevue,chartevents,,,,,,,,
5209,30291,30291,,SMA 20 Fe FS PO,,,,carevue,inputevents_cv,,,,,,,,
5205,30287,30287,,SMA 20 FS PO,,,,carevue,inputevents_cv,,,,,,,,
5313,30248,30248,,SMA Fe FS NG,,,,carevue,inputevents_cv,,,,,,,,
5312,30247,30247,,SMA FS NG,,,,carevue,inputevents_cv,,,,,,,,
13058,224178,224178,,Small Volume Neb Dose #2,Respiratory,None,SV Neb Dose #2,metavision,chartevents,Numeric,,,,,,,
13059,224181,224181,,Small Volume Neb Drug #1,Respiratory,,SV Neb Drug #1,metavision,,Text,,,,,,,
14602,227133,227133,,Small Volume Neb Drug #2,Respiratory,,SV Neb Drug #2,metavision,,Text,,,,,,,
14798,227570,227570,,Small Volume Neb Drug/Dose #1,Respiratory,,SV Neb Drug/Dose #1,metavision,,Text,,,,,,,
1306,1214,1214,,smile,,,,carevue,chartevents,,,,,,,,
15023,227688,227688,,Smoking Cessation Info Offered through BIDMC Inpatient Guide,Adm History/FHPA,,Smoking Cessation Info Offered via Inpatient Guide,metavision,chartevents,Checkbox,,,,,,,
2793,3622,3622,,Sneezing,,,,carevue,chartevents,,,,,,,,
9937,45623,45623,,soap suds enema,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
13715,225078,225078,,Social work consult,Adm History/FHPA,,Social work consult,metavision,chartevents,Checkbox,,,,,,,
3553,2437,2437,,Sod Bicarb/NS,,,,carevue,chartevents,,,,,,,,
9026,43990,43990,,SOD PHOSPHATE,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9818,45466,45466,,sod.phos. 15mmol/250,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9409,46251,46251,,SODABICARB DRIP,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11764,46602,46602,,Sodabicarb Drip,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11796,46774,46774,,Sodabicarb Drip.,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
2988,1536,1536,,Sodium,Chemistry,,,carevue,chartevents,,,,,,,,
2904,3803,3803,,Sodium  (135-148),Chemistry,,,carevue,chartevents,,,,,,,,
1129,837,837,,Sodium (135-148),Chemistry,,,carevue,chartevents,,,,,,,,
12705,220645,220645,,Sodium (serum),Labs,None,Sodium (serum),metavision,chartevents,Numeric,,,,,,,
15517,228389,228389,,Sodium (serum) (soft),Labs,None,Sodium (serum) (soft),metavision,chartevents,Numeric with tag,,,,,,,
14403,226534,226534,,Sodium (whole blood),Labs,None,Sodium (whole blood),metavision,chartevents,Numeric,,,,,,,
15518,228390,228390,,Sodium (whole blood) (soft),Labs,None,Sodium (whole blood) (soft),metavision,chartevents,Numeric with tag,,,,,,,
14364,225926,225926,,Sodium ACEtate,Nutrition - Supplements,mEq,Sodium ACEtate,metavision,inputevents_mv,Solution,,,,,,,
5216,30298,30298,,Sodium Acetate,,,,carevue,inputevents_cv,,,,,,,,
9944,45634,45634,,Sodium Barcarb,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7912,42848,42848,,sodium bicarb,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8020,42999,42999,,Sodium Bicarb,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8222,44424,44424,,Sodium bicarb,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
791,3109,3109,,Sodium Bicarb,,,,carevue,chartevents,,,,,,,,
4124,6299,6299,,sodium bicarb,,,,carevue,chartevents,,,,,,,,
11919,44182,44182,,SODIUM BICARB 150MEQ,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5256,30338,30338,,Sodium Bicarb Drip,,,,carevue,inputevents_cv,,,,,,,,
6329,41808,41808,,sodium bicarb IVP,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7918,42857,42857,,SODIUM BICARBOANTE,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
2547,6146,6146,,sodium bicarbonate,,,,carevue,chartevents,,,,,,,,
5103,30030,30030,,Sodium Bicarbonate,,,,carevue,inputevents_cv,,,,,,,,
12949,221211,221211,,"""Sodium Bicarbonate 1","4%""",Fluids - Other (Not In Use),mL,"""NaBic 1","4%""",metavision,inputevents_mv,Solution,,,,,,,
12901,220995,220995,,Sodium Bicarbonate 8.4%,Medications,mEq,Sodium Bicarbonate 8.4%,metavision,inputevents_mv,Solution,,,,,,,
14779,227533,227533,,Sodium Bicarbonate 8.4% (Amp),Fluids/Intake,mL,Sodium Bicarbonate 8.4% (Amp),metavision,inputevents_mv,Solution,,,,,,,
2794,3624,3624,,Sodium Chloride,,,,carevue,chartevents,,,,,,,,
5214,30296,30296,,Sodium Chloride,,,,carevue,inputevents_cv,,,,,,,,
10367,46603,46603,,Sodium Citrate ml/hr,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7110,41439,41439,,sodium phos,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7143,41485,41485,,SODIUM PHOS,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9792,45431,45431,,sodium phos 15mmol,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12225,45736,45736,,Sodium phos 15mmol,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9879,45535,45535,,Sodium Phos 30mmol,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10044,45762,45762,,sodium phos 30mmol,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10046,45765,45765,,Sodium phos 30mmol,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12065,45132,45132,,SODIUM PHOS IN NS,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5511,40281,40281,,sodium phosphate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
6911,41183,41183,,Sodium Phosphate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7645,42488,42488,,SODIUM PHOSPHATE,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11501,44836,44836,,Sodium PHosphate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9488,46358,46358,,Sodium phosphate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9531,46429,46429,,sodium phosphate 15m,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11544,43674,43674,,Sodium Phosphate IV,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9772,45394,45394,,Sodium Phosphate30mm,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12236,45767,45767,,SODIUM PO4,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
2720,5189,5189,,Sodium supps,,,,carevue,chartevents,,,,,,,,
14729,227052,227052,,Sodium_ApacheIV,Scores - APACHE IV (2),None,Sodium_ApacheIV,metavision,chartevents,Numeric,,,,,,,
14536,226775,226775,,SodiumApacheIIScore,Scores - APACHE II,None,SodiumApacheIIScore,metavision,chartevents,Numeric,,,,,,,
14537,226776,226776,,SodiumApacheIIValue,Scores - APACHE II,None,SodiumApacheIIValue,metavision,chartevents,Numeric,,,,,,,
11912,44111,44111,,sodiumbicarb 100meq,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10416,46660,46660,,sodiumphosphate15mmo,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
14730,227053,227053,,SodiumScore_ApacheIV,Scores - APACHE IV (2),None,SodiumScore_ApacheIV,metavision,chartevents,Numeric,,,,,,,
11760,46592,46592,,soduim bicarbonate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
6779,41014,41014,,Soduim Phospate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
6904,41176,41176,,Soduim Phosphate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
14750,227428,227428,,SOFA Score,General,None,SOFA Score,metavision,chartevents,Numeric,,,,,,,
8103,43113,43113,,SOIDUM PHOSPHATE,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8185,44366,44366,,SOLU-MEDROL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
4650,7425,7425,,Solu-medrol mg/hr,,,,carevue,chartevents,,,,,,,,
4589,7272,7272,,Solu-Medrol Mg/Kg/Hr,,,,carevue,chartevents,,,,,,,,
810,3134,3134,,solumed mg/kg/hr,,,,carevue,chartevents,,,,,,,,
3603,2508,2508,,SOLUMEDEROL,,,,carevue,chartevents,,,,,,,,
7555,42373,42373,,SOLUMEDEROL GTT,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
4144,6323,6323,,solumedol,,,,carevue,chartevents,,,,,,,,
3202,1803,1803,,Solumedrol,,,,carevue,chartevents,,,,,,,,
3441,2203,2203,,SOLUMEDROL,,,,carevue,chartevents,,,,,,,,
909,3286,3286,,solumedrol,,,,carevue,chartevents,,,,,,,,
5382,30069,30069,,Solumedrol,,,,carevue,inputevents_cv,,,,,,,,
3585,2482,2482,,SOLUMEDROL  MG/KG/HR,,,,carevue,chartevents,,,,,,,,
1832,5728,5728,,Solumedrol  mg/kg/hr,,,,carevue,chartevents,,,,,,,,
9091,44096,44096,,solumedrol 10575/500,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3698,2657,2657,,SOLUMEDROL CC/H,,,,carevue,chartevents,,,,,,,,
4710,7592,7592,,Solumedrol cc/h,,,,carevue,chartevents,,,,,,,,
6453,42163,42163,,solumedrol drip,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7462,42240,42240,,SOLUMEDROL DRIP,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3677,2629,2629,,SOLUMEDROL DRIP,,,,carevue,chartevents,,,,,,,,
4350,6740,6740,,solumedrol drip,,,,carevue,chartevents,,,,,,,,
11137,42514,42514,,SOLUMEDROL DRIP.,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3644,2568,2568,,SOLUMEDROL DRIP.,,,,carevue,chartevents,,,,,,,,
7593,42422,42422,,SOLUMEDROL DRIPMG/HR,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
6428,42126,42126,,Solumedrol gtt,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7668,42526,42526,,SOLUMEDROL GTT,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3912,2983,2983,,solumedrol mg/hr,,,,carevue,chartevents,,,,,,,,
11154,42563,42563,,SOLUMEDROL MG/KG/HR,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3497,2355,2355,,solumedrol mg/kg/hr,,,,carevue,chartevents,,,,,,,,
3697,2656,2656,,SOLUMEDROL MG/KG/HR,,,,carevue,chartevents,,,,,,,,
3924,3001,3001,,Solumedrol mg/kg/hr,,,,carevue,chartevents,,,,,,,,
8802,43700,43700,,Solumedrol mg/kg/min,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
